plant,strategy,metric,col,type,score,threshold,method,drift_detected,ref_count,cur_count,ref_missing_pct,cur_missing_pct,ref_mean,cur_mean
synthetic_plant,golden,ks,var_6,numeric,0.8094125556769477,0.15,ks,True,,,,,,
synthetic_plant,golden,ks,var_7,numeric,0.7452390957223296,0.15,ks,True,,,,,,
synthetic_plant,golden,ks,var_8,numeric,0.3843180099167997,0.15,ks,True,,,,,,
synthetic_plant,golden,ks,var_9,numeric,0.3312883435582822,0.15,ks,True,,,,,,
synthetic_plant,golden,mannwhitney,var_1,numeric,0.0938230103370031,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_10,numeric,0.34431464828977226,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_2,numeric,0.3139591562316161,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_3,numeric,0.06007227498109085,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_4,numeric,0.20679048659551222,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_5,numeric,0.37848558702411966,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_6,numeric,0.061282460710984116,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_7,numeric,0.0547945205479452,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_8,numeric,0.25432389276409784,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,mannwhitney,var_9,numeric,0.352449785696277,0.55,mannwhitney,False,,,,,,
synthetic_plant,golden,psi,var_1,numeric,8.219774550914522,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_10,numeric,2.536784844079307,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_2,numeric,0.9277788688369506,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_3,numeric,8.551331532852922,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_4,numeric,3.166705922150585,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_5,numeric,0.29122894436267144,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_6,numeric,9.7513856396027,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_7,numeric,7.401930296354303,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_8,numeric,2.8955092656981605,0.2,psi,True,,,,,,
synthetic_plant,golden,psi,var_9,numeric,3.6776482640089405,0.2,psi,True,,,,,,
synthetic_plant,golden,wasserstein,var_1,numeric,1.7352459265382651,0.5560347492307711,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_10,numeric,0.7345743689819423,0.6565628734242156,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_2,numeric,0.619040186955615,0.4673642863521523,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_3,numeric,2.4934043274002997,0.6498840931997689,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_4,numeric,1.0834224437680948,0.49001741460710346,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_5,numeric,0.334581704709367,0.39085338089826865,wasserstein,False,,,,,,
synthetic_plant,golden,wasserstein,var_6,numeric,2.299409825739153,0.5925127186726554,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_7,numeric,1.9578604704834306,0.41213804199714954,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_8,numeric,0.789630228367421,0.4262375246813438,wasserstein,True,,,,,,
synthetic_plant,golden,wasserstein,var_9,numeric,1.1186140839271326,0.953105213178933,wasserstein,True,,,,,,
synthetic_plant,seasonal,ks,var_1,numeric,0.7863013698630137,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_10,numeric,0.4383561643835616,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_2,numeric,0.3561643835616438,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_3,numeric,0.8904109589041096,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_4,numeric,0.7397260273972602,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_5,numeric,0.40273972602739727,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_6,numeric,0.8,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_7,numeric,0.821917808219178,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_8,numeric,0.4849315068493151,0.15,ks,True,,,,,,
synthetic_plant,seasonal,ks,var_9,numeric,0.43561643835616437,0.15,ks,True,,,,,,
synthetic_plant,seasonal,mannwhitney,var_1,numeric,0.09041095890410959,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_10,numeric,0.28493150684931506,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_2,numeric,0.3178082191780822,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_3,numeric,0.038356164383561646,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_4,numeric,0.0958904109589041,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_5,numeric,0.2876712328767123,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_6,numeric,0.049315068493150684,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_7,numeric,0.03561643835616438,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_8,numeric,0.26575342465753427,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,mannwhitney,var_9,numeric,0.2876712328767123,0.55,mannwhitney,False,,,,,,
synthetic_plant,seasonal,psi,var_1,numeric,12.268667993009784,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_10,numeric,15.071723075626949,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_2,numeric,5.839716148389806,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_3,numeric,15.710847673798535,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_4,numeric,7.186903804030972,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_5,numeric,5.631020983482086,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_6,numeric,13.917082243511832,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_7,numeric,13.679357913298686,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_8,numeric,9.619233662627495,0.2,psi,True,,,,,,
synthetic_plant,seasonal,psi,var_9,numeric,11.378344885070925,0.2,psi,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_1,numeric,2.051291711470408,0.814762605084218,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_10,numeric,0.9002654410273389,0.5632687241905209,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_2,numeric,0.8932546261554097,0.7138366980223846,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_3,numeric,2.5880450321489916,0.6975804385046367,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_4,numeric,1.409806269679891,0.339038519026863,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_5,numeric,0.5364345278859007,0.3673830651526193,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_6,numeric,2.289758806001772,0.6003143878791097,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_7,numeric,2.0830476274526495,0.3582755579645007,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_8,numeric,0.6649552192240595,0.339636020947949,wasserstein,True,,,,,,
synthetic_plant,seasonal,wasserstein,var_9,numeric,1.406800223053198,0.956019936920715,wasserstein,True,,,,,,
