plant,strategy,metric,col,type,score,threshold,method,drift_detected,ref_count,cur_count,ref_missing_pct,cur_missing_pct,ref_mean,cur_mean
planta1,golden,mannwhitney,Nivel Clarificado DAF (Tk 80m3),numeric,0.2325851641104872,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,Nivel Ecualizador 1 (Tk 30m3),numeric,0.8452380952380952,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,Nivel Ecualizador 2 (Tk 250m3),numeric,0.0,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,Turbidez salida DAF,numeric,0.1060530265918026,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,pH Clarificado DAF (Tk 80m3),numeric,1.0,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,pH coagulación entrada DAF,numeric,0.9537075592568868,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.0069481604300913,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,pH salida a Parshall 02,numeric,0.609410916833101,0.55,mannwhitney,True,,,,,,
planta1,golden,mannwhitney,pH salida y control Ecualizador 1,numeric,0.3231214907487659,0.55,mannwhitney,False,,,,,,
planta1,golden,mannwhitney,planta1_activa,categorical,4.405437658128626,0.2,mannwhitney,True,,,,,,
planta1,golden,psi,Conductividad DAF,numeric,3.130745085762933,0.2,psi,True,,,,,,
planta1,golden,psi,Flujo Parshall 01 entrada a Ecualizador 1,numeric,1.4666495570486895,0.2,psi,True,,,,,,
planta1,golden,psi,Flujo de envío a DAF,numeric,0.4760738866410896,0.2,psi,True,,,,,,
planta1,golden,psi,Nivel Clarificado DAF (Tk 80m3),numeric,7.3548462136380515,0.2,psi,True,,,,,,
planta1,golden,psi,Nivel Ecualizador 1 (Tk 30m3),numeric,0.0,0.2,psi,False,,,,,,
planta1,golden,psi,Nivel Ecualizador 2 (Tk 250m3),numeric,inf,0.2,psi,True,,,,,,
planta1,golden,psi,Turbidez salida DAF,numeric,2.10346937338623,0.2,psi,True,,,,,,
planta1,golden,psi,pH Clarificado DAF (Tk 80m3),numeric,inf,0.2,psi,True,,,,,,
planta1,golden,psi,pH coagulación entrada DAF,numeric,11.29015118631698,0.2,psi,True,,,,,,
planta1,golden,psi,pH entrada a Ecualizador 2 (Tk 250m3),numeric,5.583396171279495,0.2,psi,True,,,,,,
planta1,golden,psi,pH salida a Parshall 02,numeric,0.5804229105038808,0.2,psi,True,,,,,,
planta1,golden,psi,pH salida y control Ecualizador 1,numeric,12.412563712254432,0.2,psi,True,,,,,,
planta1,golden,psi,planta1_activa,categorical,4.405437658128626,0.2,psi,True,,,,,,
planta1,golden,wasserstein,Conductividad DAF,numeric,245.759471860032,125.04050419683848,wasserstein,True,,,,,,
planta1,golden,wasserstein,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.8853989169843677,1.5143917219282572,wasserstein,False,,,,,,
planta1,golden,wasserstein,Flujo de envío a DAF,numeric,1.38055399869672,0.0170338820457984,wasserstein,True,,,,,,
planta1,golden,wasserstein,Nivel Clarificado DAF (Tk 80m3),numeric,17.284781671453032,9.8655451177987,wasserstein,True,,,,,,
planta1,golden,wasserstein,Nivel Ecualizador 1 (Tk 30m3),numeric,6.581443252349768,0.0,wasserstein,True,,,,,,
planta1,golden,wasserstein,Nivel Ecualizador 2 (Tk 250m3),numeric,51.93722849183307,2.4359414617700312,wasserstein,True,,,,,,
planta1,golden,wasserstein,Turbidez salida DAF,numeric,373.15347718573366,5.970453067410517,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH Clarificado DAF (Tk 80m3),numeric,2.012421478035148,0.1083693851786968,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH coagulación entrada DAF,numeric,0.9999635175168656,0.0730584318212929,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.306458892027567,0.032359124555421,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH salida a Parshall 02,numeric,1.0949382006568005,0.6937787423550446,wasserstein,True,,,,,,
planta1,golden,wasserstein,pH salida y control Ecualizador 1,numeric,1.9990035191613504,1.1562744284422417,wasserstein,True,,,,,,
planta1,golden,wasserstein,planta1_activa,categorical,4.405437658128626,0.2,wasserstein,True,,,,,,
planta1,seasonal,ks,Conductividad DAF,numeric,0.3188542673706651,0.15,ks,True,,,,,,
planta1,seasonal,ks,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.1236892987283408,0.15,ks,False,,,,,,
planta1,seasonal,ks,Flujo de envío a DAF,numeric,0.3001859150739942,0.15,ks,True,,,,,,
planta1,seasonal,ks,Nivel Clarificado DAF (Tk 80m3),numeric,0.3875883096601472,0.15,ks,True,,,,,,
planta1,seasonal,ks,Nivel Ecualizador 1 (Tk 30m3),numeric,0.559945217024863,0.15,ks,True,,,,,,
planta1,seasonal,ks,Nivel Ecualizador 2 (Tk 250m3),numeric,0.7627413797377358,0.15,ks,True,,,,,,
planta1,seasonal,ks,Turbidez salida DAF,numeric,0.4285986961156144,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH Clarificado DAF (Tk 80m3),numeric,0.7610619469026548,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH coagulación entrada DAF,numeric,0.9504201680672268,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.7440445204630525,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH salida a Parshall 02,numeric,0.4758471530205002,0.15,ks,True,,,,,,
planta1,seasonal,ks,pH salida y control Ecualizador 1,numeric,0.4108301727770754,0.15,ks,True,,,,,,
planta1,seasonal,ks,planta1_activa,categorical,4.405437658128626,0.2,ks,True,,,,,,
planta1,seasonal,mannwhitney,Conductividad DAF,numeric,0.5570182940432811,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.4707199251381969,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Flujo de envío a DAF,numeric,0.4212937829999256,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Nivel Clarificado DAF (Tk 80m3),numeric,0.3533774571775613,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Nivel Ecualizador 1 (Tk 30m3),numeric,0.7349083438685209,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,Nivel Ecualizador 2 (Tk 250m3),numeric,0.1224467663171463,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,Turbidez salida DAF,numeric,0.2349049354254976,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,pH Clarificado DAF (Tk 80m3),numeric,0.7610712426563546,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,pH coagulación entrada DAF,numeric,0.9560248878312388,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.0594605983986515,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,pH salida a Parshall 02,numeric,0.7506655759648992,0.55,mannwhitney,True,,,,,,
planta1,seasonal,mannwhitney,pH salida y control Ecualizador 1,numeric,0.4490109318063509,0.55,mannwhitney,False,,,,,,
planta1,seasonal,mannwhitney,planta1_activa,categorical,4.405437658128626,0.2,mannwhitney,True,,,,,,
planta1,seasonal,psi,Conductividad DAF,numeric,3.061523155355955,0.2,psi,True,,,,,,
planta1,seasonal,psi,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.1238795617342145,0.2,psi,False,,,,,,
planta1,seasonal,psi,Flujo de envío a DAF,numeric,1.1229277062739331,0.2,psi,True,,,,,,
planta1,seasonal,psi,Nivel Clarificado DAF (Tk 80m3),numeric,6.720714194207176,0.2,psi,True,,,,,,
planta1,seasonal,psi,Nivel Ecualizador 1 (Tk 30m3),numeric,1.184366115671195,0.2,psi,True,,,,,,
planta1,seasonal,psi,Nivel Ecualizador 2 (Tk 250m3),numeric,10.126487344209686,0.2,psi,True,,,,,,
planta1,seasonal,psi,Turbidez salida DAF,numeric,1.1606474712093022,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH Clarificado DAF (Tk 80m3),numeric,12.445212205836285,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH coagulación entrada DAF,numeric,5.9455334101137485,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH entrada a Ecualizador 2 (Tk 250m3),numeric,4.73662972799524,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH salida a Parshall 02,numeric,1.1737616166547449,0.2,psi,True,,,,,,
planta1,seasonal,psi,pH salida y control Ecualizador 1,numeric,9.025087734353706,0.2,psi,True,,,,,,
planta1,seasonal,psi,planta1_activa,categorical,4.405437658128626,0.2,psi,True,,,,,,
planta1,seasonal,wasserstein,Conductividad DAF,numeric,63.33833488816247,83.68933995223277,wasserstein,False,,,,,,
planta1,seasonal,wasserstein,Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.4840421126221031,1.1100186352166908,wasserstein,False,,,,,,
planta1,seasonal,wasserstein,Flujo de envío a DAF,numeric,1.365821124607382,0.0376074102467598,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Nivel Clarificado DAF (Tk 80m3),numeric,20.27554672447491,1.8058476715559657,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Nivel Ecualizador 1 (Tk 30m3),numeric,5.970030699166074,3.644920522789632,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Nivel Ecualizador 2 (Tk 250m3),numeric,39.60116117100046,11.468172790610394,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,Turbidez salida DAF,numeric,372.3201502701391,3.378992988012976,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH Clarificado DAF (Tk 80m3),numeric,1.42776336426722,0.5179226762570808,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH coagulación entrada DAF,numeric,0.9468769166877428,0.0968812729577942,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.2278816441324038,0.0585949191883853,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH salida a Parshall 02,numeric,1.695876122178345,0.5906658305222114,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,pH salida y control Ecualizador 1,numeric,1.288550518275708,0.8533654275853945,wasserstein,True,,,,,,
planta1,seasonal,wasserstein,planta1_activa,categorical,4.405437658128626,0.2,wasserstein,True,,,,,,
