plant,strategy,metric,col,type,score,threshold,method,drift_detected,ref_count,cur_count,ref_missing_pct,cur_missing_pct,ref_mean,cur_mean
planta2,golden,psi,Flujo Cámara de contacto 2,numeric,1.6413126853550213,0.2,psi,True,,,,,,
planta2,golden,psi,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,inf,0.2,psi,True,,,,,,
planta2,golden,psi,Nivel Pozo WAS,numeric,0.0,0.2,psi,False,,,,,,
planta2,golden,psi,OD Reactor 1,numeric,0.0,0.2,psi,False,,,,,,
planta2,golden,psi,OD Reactor 2,categorical,1.6309667336598697,0.2,psi,True,,,,,,
planta2,golden,wasserstein,Flujo Afluente PTAR,numeric,1391.7537974855804,315.5394291888116,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Aire Reactor 2,numeric,702.8295387154448,24.599602360775886,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Aire Reactor 3,numeric,856.3321704269855,398.763477642335,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Alimentación Digestor 1,numeric,6.915543860056417,3.240652955843627,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Alimentación Digestor 2,numeric,9.347332732061153,2.0490922065856934,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Alimentación Digestor 3,numeric,4.656839978082558,1.066646196174413,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Cámara de contacto 1,numeric,321.73553515145284,106.77095396174084,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Cámara de contacto 2,numeric,273.1517415921716,101.71684637226768,wasserstein,True,,,,,,
planta2,golden,wasserstein,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,5.366626327236004,0.4245191051699918,wasserstein,True,,,,,,
planta2,golden,wasserstein,Nivel Pozo WAS,numeric,0.9911813325977088,0.0830414746802743,wasserstein,True,,,,,,
planta2,golden,wasserstein,OD Reactor 1,numeric,11.112186046511628,2.319180260577507e-16,wasserstein,True,,,,,,
planta2,golden,wasserstein,OD Reactor 2,categorical,1.6309667336598697,0.2,wasserstein,True,,,,,,
planta2,seasonal,ks,Flujo Afluente PTAR,numeric,0.2721108742004264,0.15,ks,True,,,,,,
planta2,seasonal,ks,Flujo Aire Reactor 2,numeric,0.6144862570770804,0.15,ks,True,,,,,,
planta2,seasonal,ks,Flujo Aire Reactor 3,numeric,0.131169303509729,0.15,ks,False,,,,,,
planta2,seasonal,ks,Flujo Alimentación Digestor 1,numeric,0.2275006218009975,0.15,ks,True,,,,,,
planta2,seasonal,ks,Flujo Alimentación Digestor 2,numeric,0.1221532091097308,0.15,ks,False,,,,,,
planta2,seasonal,ks,Flujo Alimentación Digestor 3,numeric,0.122412704252123,0.15,ks,False,,,,,,
planta2,seasonal,ks,Flujo Cámara de contacto 1,numeric,0.2704280155642023,0.15,ks,True,,,,,,
planta2,seasonal,ks,Flujo Cámara de contacto 2,numeric,0.2699029126213592,0.15,ks,True,,,,,,
planta2,seasonal,ks,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,0.8185328185328186,0.15,ks,True,,,,,,
planta2,seasonal,ks,Nivel Pozo WAS,numeric,0.728030283826375,0.15,ks,True,,,,,,
planta2,seasonal,ks,OD Reactor 1,numeric,0.107235142118863,0.15,ks,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Afluente PTAR,numeric,0.4832316439779126,0.55,mannwhitney,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Aire Reactor 2,numeric,0.2171332746087338,0.55,mannwhitney,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Aire Reactor 3,numeric,0.4581963766139298,0.55,mannwhitney,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Alimentación Digestor 1,numeric,0.4844860651123823,0.55,mannwhitney,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Alimentación Digestor 2,numeric,0.5664596273291925,0.55,mannwhitney,True,,,,,,
planta2,seasonal,mannwhitney,Flujo Alimentación Digestor 3,numeric,0.5158652932340048,0.55,mannwhitney,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Cámara de contacto 1,numeric,0.5149521363869711,0.55,mannwhitney,False,,,,,,
planta2,seasonal,mannwhitney,Flujo Cámara de contacto 2,numeric,0.5532229049235378,0.55,mannwhitney,True,,,,,,
planta2,seasonal,mannwhitney,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,0.8189733300989845,0.55,mannwhitney,True,,,,,,
planta2,seasonal,mannwhitney,Nivel Pozo WAS,numeric,0.8447069493382454,0.55,mannwhitney,True,,,,,,
planta2,seasonal,mannwhitney,OD Reactor 1,numeric,0.4683462532299741,0.55,mannwhitney,False,,,,,,
planta2,seasonal,psi,Flujo Afluente PTAR,numeric,3.1633841867972725,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Aire Reactor 2,numeric,1.7464124818165256,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Aire Reactor 3,numeric,0.2235425422904011,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Alimentación Digestor 1,numeric,0.5405176750768187,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Alimentación Digestor 2,numeric,0.1651529591475076,0.2,psi,False,,,,,,
planta2,seasonal,psi,Flujo Alimentación Digestor 3,numeric,0.2433406011166543,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Cámara de contacto 1,numeric,3.4651706885310407,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Cámara de contacto 2,numeric,2.993676281389289,0.2,psi,True,,,,,,
planta2,seasonal,psi,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,11.708688239047715,0.2,psi,True,,,,,,
planta2,seasonal,psi,Nivel Pozo WAS,numeric,5.894247516209219,0.2,psi,True,,,,,,
planta2,seasonal,psi,OD Reactor 1,numeric,0.1123487692515351,0.2,psi,False,,,,,,
planta2,seasonal,wasserstein,Flujo Afluente PTAR,numeric,483.6373879885589,440.5916107261406,wasserstein,True,,,,,,
planta2,seasonal,wasserstein,Flujo Aire Reactor 2,numeric,533.4771642375473,43.51897729455707,wasserstein,True,,,,,,
planta2,seasonal,wasserstein,Flujo Aire Reactor 3,numeric,174.80098730072132,1175.4593439414894,wasserstein,False,,,,,,
planta2,seasonal,wasserstein,Flujo Alimentación Digestor 1,numeric,1.1718323137958797,3.324276721893232,wasserstein,False,,,,,,
planta2,seasonal,wasserstein,Flujo Alimentación Digestor 2,numeric,0.0039364803614823,0.0043228413042147,wasserstein,False,,,,,,
planta2,seasonal,wasserstein,Flujo Alimentación Digestor 3,numeric,0.4122871253206405,3.280115118660848,wasserstein,False,,,,,,
planta2,seasonal,wasserstein,Flujo Cámara de contacto 1,numeric,252.03674799886892,232.6479045485061,wasserstein,True,,,,,,
planta2,seasonal,wasserstein,Flujo Cámara de contacto 2,numeric,240.9593543082837,244.4828567956449,wasserstein,False,,,,,,
planta2,seasonal,wasserstein,Flujo Salida de Lodo Sedimentador Secundario 3,numeric,19.620790121972878,6.493300374742781,wasserstein,True,,,,,,
planta2,seasonal,wasserstein,Nivel Pozo WAS,numeric,0.6965011162255766,0.3933014598413865,wasserstein,True,,,,,,
planta2,seasonal,wasserstein,OD Reactor 1,numeric,0.5775193798449613,1.9159205708971676,wasserstein,False,,,,,,
planta3,decay,ks,Energía Total Activa Bombas Elevadoras,numeric,0.9717392603214436,0.15,ks,True,,,,,,
planta3,decay,ks,Nivel pozo,numeric,0.4907155010603029,0.15,ks,True,,,,,,
planta3,decay,ks,Presión pozo,numeric,0.8077313736033936,0.15,ks,True,,,,,,
planta3,decay,ks,Falla Asimetría Pozo,categorical,0.0005667300310506,0.2,ks,False,,,,,,
planta3,decay,ks,Falla Pozo,categorical,0.0005667300310506,0.2,ks,False,,,,,,
planta3,decay,mannwhitney,Energía Total Activa Bombas Elevadoras,numeric,0.0111882898677964,0.55,mannwhitney,False,,,,,,
planta3,decay,mannwhitney,Nivel pozo,numeric,0.2039145178267592,0.55,mannwhitney,False,,,,,,
planta3,decay,mannwhitney,Presión pozo,numeric,0.9043704705608208,0.55,mannwhitney,True,,,,,,
planta3,decay,mannwhitney,Falla Asimetría Pozo,categorical,0.0005667300310506,0.2,mannwhitney,False,,,,,,
planta3,decay,mannwhitney,Falla Pozo,categorical,0.0005667300310506,0.2,mannwhitney,False,,,,,,
planta3,decay,psi,Energía Total Activa Bombas Elevadoras,numeric,10.32375312074595,0.2,psi,True,,,,,,
planta3,decay,psi,Nivel pozo,numeric,6.024934616667858,0.2,psi,True,,,,,,
planta3,decay,psi,Presión pozo,numeric,11.2451619037309,0.2,psi,True,,,,,,
planta3,decay,psi,Falla Asimetría Pozo,categorical,0.0005667300310506,0.2,psi,False,,,,,,
planta3,decay,psi,Falla Pozo,categorical,0.0005667300310506,0.2,psi,False,,,,,,
planta3,decay,wasserstein,Energía Total Activa Bombas Elevadoras,numeric,2.950098920833016,0.7444320231860616,wasserstein,True,,,,,,
planta3,decay,wasserstein,Nivel pozo,numeric,0.1972203538456434,0.1608104629600384,wasserstein,True,,,,,,
planta3,decay,wasserstein,Presión pozo,numeric,2.7802332102149103,0.6827906395723465,wasserstein,True,,,,,,
planta3,decay,wasserstein,Falla Asimetría Pozo,categorical,0.0005667300310506,0.2,wasserstein,False,,,,,,
planta3,decay,wasserstein,Falla Pozo,categorical,0.0005667300310506,0.2,wasserstein,False,,,,,,
planta3,golden,ks,Energía Total Activa Bombas Elevadoras,numeric,1.0,0.15,ks,True,,,,,,
planta3,golden,ks,Nivel pozo,numeric,0.6489795918367347,0.15,ks,True,,,,,,
planta3,golden,ks,Presión pozo,numeric,1.0,0.15,ks,True,,,,,,
planta3,golden,mannwhitney,Energía Total Activa Bombas Elevadoras,numeric,0.0,0.55,mannwhitney,False,,,,,,
planta3,golden,mannwhitney,Nivel pozo,numeric,0.2494077898221603,0.55,mannwhitney,False,,,,,,
planta3,golden,mannwhitney,Presión pozo,numeric,1.0,0.55,mannwhitney,True,,,,,,
planta3,golden,psi,Energía Total Activa Bombas Elevadoras,numeric,inf,0.2,psi,True,,,,,,
planta3,golden,psi,Nivel pozo,numeric,1.91145347934524,0.2,psi,True,,,,,,
planta3,golden,psi,Presión pozo,numeric,inf,0.2,psi,True,,,,,,
planta3,golden,wasserstein,Energía Total Activa Bombas Elevadoras,numeric,2.2694341831688165,0.1199933222965683,wasserstein,True,,,,,,
planta3,golden,wasserstein,Nivel pozo,numeric,0.0941473485536643,0.1645265291168299,wasserstein,False,,,,,,
planta3,golden,wasserstein,Presión pozo,numeric,3.5022667998950325,0.0862778634749634,wasserstein,True,,,,,,
planta3,seasonal,ks,Energía Total Activa Bombas Elevadoras,numeric,1.0,0.15,ks,True,,,,,,
planta3,seasonal,ks,Nivel pozo,numeric,0.6362512363996043,0.15,ks,True,,,,,,
planta3,seasonal,ks,Presión pozo,numeric,1.0,0.15,ks,True,,,,,,
planta3,seasonal,mannwhitney,Energía Total Activa Bombas Elevadoras,numeric,0.0,0.55,mannwhitney,False,,,,,,
planta3,seasonal,mannwhitney,Nivel pozo,numeric,0.109606824925816,0.55,mannwhitney,False,,,,,,
planta3,seasonal,mannwhitney,Presión pozo,numeric,1.0,0.55,mannwhitney,True,,,,,,
planta3,seasonal,psi,Energía Total Activa Bombas Elevadoras,numeric,inf,0.2,psi,True,,,,,,
planta3,seasonal,psi,Nivel pozo,numeric,0.3988662510306837,0.2,psi,True,,,,,,
planta3,seasonal,psi,Presión pozo,numeric,inf,0.2,psi,True,,,,,,
planta3,seasonal,wasserstein,Energía Total Activa Bombas Elevadoras,numeric,3.708209693372898,0.7531446678801507,wasserstein,True,,,,,,
planta3,seasonal,wasserstein,Nivel pozo,numeric,0.2660731948565774,0.01757337558387,wasserstein,True,,,,,,
planta3,seasonal,wasserstein,Presión pozo,numeric,3.39597428288823,0.0165048163753927,wasserstein,True,,,,,,
