col,type,score,threshold,method,drift_detected,ref_count,cur_count,ref_missing_pct,cur_missing_pct,ref_mean,cur_mean,plant,strategy,metric
Turbidez salida DAF,numeric,0.7706190420867185,0.2,psi,True,,,,,,,planta1,decay,psi
pH Clarificado DAF (Tk 80m3),numeric,5.687027789863746,0.2,psi,True,,,,,,,planta1,decay,psi
pH coagulación entrada DAF,numeric,4.4445991187501965,0.2,psi,True,,,,,,,planta1,decay,psi
pH entrada a Ecualizador 2 (Tk 250m3),numeric,1.2713639322609063,0.2,psi,True,,,,,,,planta1,decay,psi
pH salida a Parshall 02,numeric,0.8554272847175635,0.2,psi,True,,,,,,,planta1,decay,psi
pH salida y control Ecualizador 1,numeric,9.59531115382246,0.2,psi,True,,,,,,,planta1,decay,psi
planta1_activa,categorical,0.0026610872656746155,0.2,psi,False,,,,,,,planta1,decay,psi
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.634690749396784,1.2729463432464327,wasserstein,False,,,,,,,planta1,decay,wasserstein
Flujo de envío a DAF,numeric,0.563773672141942,1.5662016611159917,wasserstein,False,,,,,,,planta1,decay,wasserstein
Nivel Clarificado DAF (Tk 80m3),numeric,8.758333415921232,14.058208975238749,wasserstein,False,,,,,,,planta1,decay,wasserstein
Nivel Ecualizador 1 (Tk 30m3),numeric,7.97433763363872,4.32975522261025,wasserstein,True,,,,,,,planta1,decay,wasserstein
Nivel Ecualizador 2 (Tk 250m3),numeric,6.901106951408518,7.924148813133757,wasserstein,False,,,,,,,planta1,decay,wasserstein
Turbidez salida DAF,numeric,327.3809797309098,650.9132213045203,wasserstein,False,,,,,,,planta1,decay,wasserstein
pH Clarificado DAF (Tk 80m3),numeric,0.5234200429921217,0.3397019199664194,wasserstein,True,,,,,,,planta1,decay,wasserstein
pH coagulación entrada DAF,numeric,0.7980790525665052,0.6476875949793879,wasserstein,True,,,,,,,planta1,decay,wasserstein
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.09550504006027002,0.08723830377982027,wasserstein,True,,,,,,,planta1,decay,wasserstein
pH salida a Parshall 02,numeric,1.0766227314979997,0.671202715145907,wasserstein,True,,,,,,,planta1,decay,wasserstein
pH salida y control Ecualizador 1,numeric,0.8477728208211418,0.33883197768154444,wasserstein,True,,,,,,,planta1,decay,wasserstein
planta1_activa,categorical,0.0026610872656746155,0.2,wasserstein,False,,,,,,,planta1,decay,wasserstein
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.2903780750049566,0.15,ks,True,,,,,,,planta1,golden,ks
Flujo de envío a DAF,numeric,0.3428368080444519,0.15,ks,True,,,,,,,planta1,golden,ks
Nivel Clarificado DAF (Tk 80m3),numeric,0.7148230617110728,0.15,ks,True,,,,,,,planta1,golden,ks
Nivel Ecualizador 1 (Tk 30m3),numeric,0.6904761904761905,0.15,ks,True,,,,,,,planta1,golden,ks
Nivel Ecualizador 2 (Tk 250m3),numeric,1.0,0.15,ks,True,,,,,,,planta1,golden,ks
Turbidez salida DAF,numeric,0.6950169541500811,0.15,ks,True,,,,,,,planta1,golden,ks
pH Clarificado DAF (Tk 80m3),numeric,1.0,0.15,ks,True,,,,,,,planta1,golden,ks
pH coagulación entrada DAF,numeric,0.9462301799122553,0.15,ks,True,,,,,,,planta1,golden,ks
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.988795518207283,0.15,ks,True,,,,,,,planta1,golden,ks
pH salida a Parshall 02,numeric,0.29612876003395916,0.15,ks,True,,,,,,,planta1,golden,ks
pH salida y control Ecualizador 1,numeric,0.7014519056261344,0.15,ks,True,,,,,,,planta1,golden,ks
planta1_activa,categorical,4.405437658128626,0.2,ks,True,,,,,,,planta1,golden,ks
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.38172891661201686,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
Flujo de envío a DAF,numeric,0.3861502132613481,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
Nivel Clarificado DAF (Tk 80m3),numeric,0.22162874224099804,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
Nivel Ecualizador 1 (Tk 30m3),numeric,0.8452380952380952,0.55,mannwhitney,True,,,,,,,planta1,golden,mannwhitney
Nivel Ecualizador 2 (Tk 250m3),numeric,0.0,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
Turbidez salida DAF,numeric,0.09990658695420092,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
pH Clarificado DAF (Tk 80m3),numeric,1.0,0.55,mannwhitney,True,,,,,,,planta1,golden,mannwhitney
pH coagulación entrada DAF,numeric,0.9544997127707707,0.55,mannwhitney,True,,,,,,,planta1,golden,mannwhitney
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.00693506077567143,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
pH salida a Parshall 02,numeric,0.6058153751518757,0.55,mannwhitney,True,,,,,,,planta1,golden,mannwhitney
pH salida y control Ecualizador 1,numeric,0.2960293736369321,0.55,mannwhitney,False,,,,,,,planta1,golden,mannwhitney
planta1_activa,categorical,4.405437658128626,0.2,mannwhitney,True,,,,,,,planta1,golden,mannwhitney
Flujo Parshall 01 entrada a Ecualizador 1,numeric,1.676273011518667,0.2,psi,True,,,,,,,planta1,golden,psi
Flujo de envío a DAF,numeric,0.5188462588565835,0.2,psi,True,,,,,,,planta1,golden,psi
Nivel Clarificado DAF (Tk 80m3),numeric,7.429764307620435,0.2,psi,True,,,,,,,planta1,golden,psi
Nivel Ecualizador 1 (Tk 30m3),numeric,0.0,0.2,psi,False,,,,,,,planta1,golden,psi
Nivel Ecualizador 2 (Tk 250m3),numeric,inf,0.2,psi,True,,,,,,,planta1,golden,psi
Turbidez salida DAF,numeric,2.2048672311333313,0.2,psi,True,,,,,,,planta1,golden,psi
pH Clarificado DAF (Tk 80m3),numeric,inf,0.2,psi,True,,,,,,,planta1,golden,psi
pH coagulación entrada DAF,numeric,11.251540070959823,0.2,psi,True,,,,,,,planta1,golden,psi
pH entrada a Ecualizador 2 (Tk 250m3),numeric,4.5577705612512,0.2,psi,True,,,,,,,planta1,golden,psi
pH salida a Parshall 02,numeric,0.7016652279445765,0.2,psi,True,,,,,,,planta1,golden,psi
pH salida y control Ecualizador 1,numeric,12.459983278741264,0.2,psi,True,,,,,,,planta1,golden,psi
planta1_activa,categorical,4.405437658128626,0.2,psi,True,,,,,,,planta1,golden,psi
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.9954864221053732,1.5062502317975655,wasserstein,False,,,,,,,planta1,golden,wasserstein
Flujo de envío a DAF,numeric,1.381131037545153,0.016774036823131708,wasserstein,True,,,,,,,planta1,golden,wasserstein
Nivel Clarificado DAF (Tk 80m3),numeric,18.44034727308561,8.919610496696102,wasserstein,True,,,,,,,planta1,golden,wasserstein
Nivel Ecualizador 1 (Tk 30m3),numeric,6.581443252349768,0.0,wasserstein,True,,,,,,,planta1,golden,wasserstein
Nivel Ecualizador 2 (Tk 250m3),numeric,52.11297162846367,2.2294009236016286,wasserstein,True,,,,,,,planta1,golden,wasserstein
Turbidez salida DAF,numeric,373.6092326094879,5.392974958327226,wasserstein,True,,,,,,,planta1,golden,wasserstein
pH Clarificado DAF (Tk 80m3),numeric,2.0124973868711886,0.1002837893837873,wasserstein,True,,,,,,,planta1,golden,wasserstein
pH coagulación entrada DAF,numeric,1.011389839123595,0.0678503838642386,wasserstein,True,,,,,,,planta1,golden,wasserstein
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.304595247652111,0.029819276541657135,wasserstein,True,,,,,,,planta1,golden,wasserstein
pH salida a Parshall 02,numeric,1.0689102811164897,0.63950414781478,wasserstein,True,,,,,,,planta1,golden,wasserstein
pH salida y control Ecualizador 1,numeric,1.9852989151491547,1.133143063849287,wasserstein,True,,,,,,,planta1,golden,wasserstein
planta1_activa,categorical,4.405437658128626,0.2,wasserstein,True,,,,,,,planta1,golden,wasserstein
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.12368929872834089,0.15,ks,False,,,,,,,planta1,seasonal,ks
Flujo de envío a DAF,numeric,0.3001859150739942,0.15,ks,True,,,,,,,planta1,seasonal,ks
Nivel Clarificado DAF (Tk 80m3),numeric,0.38758830966014723,0.15,ks,True,,,,,,,planta1,seasonal,ks
Nivel Ecualizador 1 (Tk 30m3),numeric,0.559945217024863,0.15,ks,True,,,,,,,planta1,seasonal,ks
Nivel Ecualizador 2 (Tk 250m3),numeric,0.7627413797377358,0.15,ks,True,,,,,,,planta1,seasonal,ks
Turbidez salida DAF,numeric,0.4285986961156144,0.15,ks,True,,,,,,,planta1,seasonal,ks
pH Clarificado DAF (Tk 80m3),numeric,0.7610619469026548,0.15,ks,True,,,,,,,planta1,seasonal,ks
pH coagulación entrada DAF,numeric,0.9504201680672268,0.15,ks,True,,,,,,,planta1,seasonal,ks
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.7440445204630525,0.15,ks,True,,,,,,,planta1,seasonal,ks
pH salida a Parshall 02,numeric,0.47584715302050024,0.15,ks,True,,,,,,,planta1,seasonal,ks
pH salida y control Ecualizador 1,numeric,0.41083017277707545,0.15,ks,True,,,,,,,planta1,seasonal,ks
planta1_activa,categorical,4.405437658128626,0.2,ks,True,,,,,,,planta1,seasonal,ks
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.4707199251381969,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
Flujo de envío a DAF,numeric,0.42129378299992565,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
Nivel Clarificado DAF (Tk 80m3),numeric,0.3533774571775613,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
Nivel Ecualizador 1 (Tk 30m3),numeric,0.7349083438685209,0.55,mannwhitney,True,,,,,,,planta1,seasonal,mannwhitney
Nivel Ecualizador 2 (Tk 250m3),numeric,0.12244676631714632,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
Turbidez salida DAF,numeric,0.23490493542549765,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
pH Clarificado DAF (Tk 80m3),numeric,0.7610712426563546,0.55,mannwhitney,True,,,,,,,planta1,seasonal,mannwhitney
pH coagulación entrada DAF,numeric,0.9560248878312387,0.55,mannwhitney,True,,,,,,,planta1,seasonal,mannwhitney
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.0594605983986515,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
pH salida a Parshall 02,numeric,0.7506655759648992,0.55,mannwhitney,True,,,,,,,planta1,seasonal,mannwhitney
pH salida y control Ecualizador 1,numeric,0.4490109318063509,0.55,mannwhitney,False,,,,,,,planta1,seasonal,mannwhitney
planta1_activa,categorical,4.405437658128626,0.2,mannwhitney,True,,,,,,,planta1,seasonal,mannwhitney
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.12387956173421455,0.2,psi,False,,,,,,,planta1,seasonal,psi
Flujo de envío a DAF,numeric,1.1229277062739333,0.2,psi,True,,,,,,,planta1,seasonal,psi
Nivel Clarificado DAF (Tk 80m3),numeric,6.720714194207176,0.2,psi,True,,,,,,,planta1,seasonal,psi
Nivel Ecualizador 1 (Tk 30m3),numeric,1.1843661156711953,0.2,psi,True,,,,,,,planta1,seasonal,psi
Nivel Ecualizador 2 (Tk 250m3),numeric,10.126487344209686,0.2,psi,True,,,,,,,planta1,seasonal,psi
Turbidez salida DAF,numeric,1.1606474712093022,0.2,psi,True,,,,,,,planta1,seasonal,psi
pH Clarificado DAF (Tk 80m3),numeric,12.445212205836283,0.2,psi,True,,,,,,,planta1,seasonal,psi
pH coagulación entrada DAF,numeric,5.9455334101137485,0.2,psi,True,,,,,,,planta1,seasonal,psi
pH entrada a Ecualizador 2 (Tk 250m3),numeric,4.73662972799524,0.2,psi,True,,,,,,,planta1,seasonal,psi
pH salida a Parshall 02,numeric,1.1737616166547447,0.2,psi,True,,,,,,,planta1,seasonal,psi
pH salida y control Ecualizador 1,numeric,9.025087734353706,0.2,psi,True,,,,,,,planta1,seasonal,psi
planta1_activa,categorical,4.405437658128626,0.2,psi,True,,,,,,,planta1,seasonal,psi
Flujo Parshall 01 entrada a Ecualizador 1,numeric,0.4840421126221031,1.1100186352166908,wasserstein,False,,,,,,,planta1,seasonal,wasserstein
Flujo de envío a DAF,numeric,1.3658211246073821,0.037607410246759884,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
Nivel Clarificado DAF (Tk 80m3),numeric,20.27554672447491,1.8058476715559657,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
Nivel Ecualizador 1 (Tk 30m3),numeric,5.970030699166074,3.644920522789632,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
Nivel Ecualizador 2 (Tk 250m3),numeric,39.60116117100046,11.468172790610394,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
Turbidez salida DAF,numeric,372.3201502701391,3.378992988012976,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
pH Clarificado DAF (Tk 80m3),numeric,1.42776336426722,0.5179226762570808,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
pH coagulación entrada DAF,numeric,0.9468769166877427,0.09688127295779426,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
pH entrada a Ecualizador 2 (Tk 250m3),numeric,0.2278816441324038,0.05859491918838534,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
pH salida a Parshall 02,numeric,1.695876122178345,0.5906658305222114,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
pH salida y control Ecualizador 1,numeric,1.288550518275708,0.8533654275853945,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
planta1_activa,categorical,4.405437658128626,0.2,wasserstein,True,,,,,,,planta1,seasonal,wasserstein
