variable,strategy,window,metric,t0,t1,drift_flag,episode_id,stat_value,threshold,state
var_2,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.13154301290183693,0.2,NORMAL
var_2,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.11759603018611536,0.15,NORMAL
var_2,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.14317663767919608,0.23502761128834163,NORMAL
var_2,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.43086797214335976,0.55,NORMAL
var_3,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.012153780759873618,0.2,NORMAL
var_3,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.0687862463905268,0.15,NORMAL
var_3,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.04080659598641179,0.2603814878590003,NORMAL
var_3,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.487169687704739,0.55,NORMAL
var_4,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.033466028390685826,0.2,NORMAL
var_4,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.0729356239838878,0.15,NORMAL
var_4,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.05833705327537855,0.2290464494632998,NORMAL
var_4,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.5282934168061926,0.55,NORMAL
var_5,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.05302656838917562,0.2,NORMAL
var_5,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.1064096964402708,0.15,NORMAL
var_5,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.10126474296847097,0.2334656863795287,NORMAL
var_5,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.4441835917594817,0.55,NORMAL
var_6,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.05746295357117066,0.2,NORMAL
var_6,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.04720220329523671,0.15,NORMAL
var_6,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.03214768029458152,0.2420087394581057,NORMAL
var_6,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.4932117638494577,0.55,NORMAL
var_7,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,True,2.0,0.2751661039830369,0.2,DRIFT
var_7,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,True,2.0,0.1912050180776977,0.15,DRIFT
var_7,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.20406174704186764,0.27376778425838033,NORMAL
var_7,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,True,1.0,0.6045533959379777,0.55,DRIFT
var_8,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.027736796728592788,0.2,NORMAL
var_8,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.056059061900948774,0.15,NORMAL
var_8,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.05018402325790697,0.24791913659922502,NORMAL
var_8,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.5229793016427653,0.55,NORMAL
var_9,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.08359508694084367,0.2,NORMAL
var_9,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.11428380772123947,0.15,NORMAL
var_9,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.08779866484390039,0.24905706454946774,NORMAL
var_9,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,True,1.0,0.5526133799228361,0.55,DRIFT
var_10,decay,4H,psi,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.10896793041245303,0.2,NORMAL
var_10,decay,4H,ks,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.1489590157967533,0.15,NORMAL
var_10,decay,4H,wasserstein,2025-01-01 12:00:00,2025-01-01 16:00:00,False,,0.1289119691480844,0.2542224824141497,NORMAL
var_10,decay,4H,mannwhitney,2025-01-01 12:00:00,2025-01-01 16:00:00,True,1.0,0.5740639635048894,0.55,DRIFT
var_1,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.15017607039885153,0.2,NORMAL
var_1,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,True,2.0,0.17366807712103338,0.15,DRIFT
var_1,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.15082209491241544,0.2488336944326825,NORMAL
var_1,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,True,2.0,0.5920082349886815,0.55,DRIFT
var_2,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.14656960921121173,0.2,NORMAL
var_2,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,True,1.0,0.16315115850075837,0.15,DRIFT
var_2,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.15641561871252335,0.24040722655667027,NORMAL
var_2,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,True,1.0,0.5863193517679264,0.55,DRIFT
var_3,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.0435008536740941,0.2,NORMAL
var_3,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.05878360836434359,0.15,NORMAL
var_3,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.03754126203306877,0.25845425254640925,NORMAL
var_3,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.5165861234975018,0.55,NORMAL
var_4,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.0784939873785374,0.2,NORMAL
var_4,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.07866964850991341,0.15,NORMAL
var_4,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.07578110290655603,0.23392703798834236,NORMAL
var_4,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.4888886864555388,0.55,NORMAL
var_5,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.0542139647962761,0.2,NORMAL
var_5,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.06471389335507467,0.15,NORMAL
var_5,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.06313617612476616,0.23879578472673177,NORMAL
var_5,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.5106239552541323,0.55,NORMAL
var_6,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.06147176912068784,0.2,NORMAL
var_6,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.1101748568669694,0.15,NORMAL
var_6,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.08769335063853391,0.23936611798019522,NORMAL
var_6,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,True,2.0,0.5519173221711584,0.55,DRIFT
var_7,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.14289678750132423,0.2,NORMAL
var_7,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.13184635916028623,0.15,NORMAL
var_7,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.13011072219807146,0.26650170872010726,NORMAL
var_7,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.43714216742351436,0.55,NORMAL
var_8,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,True,2.0,0.2518825289701832,0.2,DRIFT
var_8,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,True,2.0,0.20539191349618083,0.15,DRIFT
var_8,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.2248765426669521,0.25247563050540156,NORMAL
var_8,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.3753433143096593,0.55,NORMAL
var_9,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.07900209978514262,0.2,NORMAL
var_9,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.0762146380567613,0.15,NORMAL
var_9,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.051136484463579504,0.24974807545556404,NORMAL
var_9,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.514736894844478,0.55,NORMAL
var_10,decay,4H,psi,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.0577074868641753,0.2,NORMAL
var_10,decay,4H,ks,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.07437451890449144,0.15,NORMAL
var_10,decay,4H,wasserstein,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.055679323978081605,0.24969875635172267,NORMAL
var_10,decay,4H,mannwhitney,2025-01-01 16:00:00,2025-01-01 20:00:00,False,,0.4819381373803809,0.55,NORMAL
var_1,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.06964189262118589,0.2,NORMAL
var_1,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.11078984022343924,0.15,NORMAL
var_1,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.07594100066054654,0.2520053510536642,NORMAL
var_1,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.5455702294919382,0.55,NORMAL
var_2,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.07153585248616562,0.2,NORMAL
var_2,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.06822043477309686,0.15,NORMAL
var_2,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.03910756947511495,0.24871417893550957,NORMAL
var_2,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.5031576107169162,0.55,NORMAL
var_3,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.10468556959244504,0.2,NORMAL
var_3,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.09193533096573299,0.15,NORMAL
var_3,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.06828999483044079,0.25867715067638314,NORMAL
var_3,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.4646245506056341,0.55,NORMAL
var_4,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.09751052319509265,0.2,NORMAL
var_4,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.07495132320661567,0.15,NORMAL
var_4,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.053124314416309694,0.2432529267324817,NORMAL
var_4,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.5019653027441314,0.55,NORMAL
var_5,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.05565323147687227,0.2,NORMAL
var_5,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.0497050222782927,0.15,NORMAL
var_5,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.042094476947343175,0.2285110204637895,NORMAL
var_5,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.5030008240415959,0.55,NORMAL
var_6,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.13096325304629453,0.2,NORMAL
var_6,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,True,2.0,0.1560938969875081,0.15,DRIFT
var_6,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.16324085183076445,0.24133185885471126,NORMAL
var_6,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.410354483734294,0.55,NORMAL
var_7,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.11318953426337483,0.2,NORMAL
var_7,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.12517775233539222,0.15,NORMAL
var_7,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.10775352469308261,0.25683710752056677,NORMAL
var_7,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.4424045971311685,0.55,NORMAL
var_8,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.026751491046463103,0.2,NORMAL
var_8,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.04883358005965186,0.15,NORMAL
var_8,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.04336736250472174,0.25927149572267477,NORMAL
var_8,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.4914095486731472,0.55,NORMAL
var_9,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,True,2.0,0.26786274851302877,0.2,DRIFT
var_9,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,True,2.0,0.15632360769786113,0.15,DRIFT
var_9,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.13964179082263328,0.25099111394779894,NORMAL
var_9,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.42292294117218093,0.55,NORMAL
var_10,decay,4H,psi,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.07271625496802853,0.2,NORMAL
var_10,decay,4H,ks,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.12836088646456986,0.15,NORMAL
var_10,decay,4H,wasserstein,2025-01-01 20:00:00,2025-01-02 00:00:00,False,,0.12660985770020391,0.2458793824181453,NORMAL
var_10,decay,4H,mannwhitney,2025-01-01 20:00:00,2025-01-02 00:00:00,True,2.0,0.5735438893304844,0.55,DRIFT
var_1,decay,4H,psi,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.09228343032051269,0.2,NORMAL
var_1,decay,4H,ks,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.09261167601416564,0.15,NORMAL
var_1,decay,4H,wasserstein,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.1038159055256404,0.2504137006860236,NORMAL
var_1,decay,4H,mannwhitney,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.5382365905187482,0.55,NORMAL
var_2,decay,4H,psi,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.05664364349647707,0.2,NORMAL
var_2,decay,4H,ks,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.06089401608073807,0.15,NORMAL
var_2,decay,4H,wasserstein,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.03900361793530016,0.24673386781088275,NORMAL
var_2,decay,4H,mannwhitney,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.4862766555712614,0.55,NORMAL
var_3,decay,4H,psi,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.15122723523028708,0.2,NORMAL
var_3,decay,4H,ks,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.1254692748468682,0.15,NORMAL
var_3,decay,4H,wasserstein,2025-01-02 00:00:00,2025-01-02 04:00:00,False,,0.11469777873216815,0.2556177037254221,NORMAL
var_3,decay,4H,mannwhitney,2025-01-02 00:00:00,2025-01-02 04:00:00,True,2.0,0.5570410226011886,0.55,DRIFT
var_4,decay,4H,psi,2025-01-02 00:00:00,2025-01-02 04:00:00,True,2.0,0.2117524652510612,0.2,DRIFT
var_4,decay,4H,ks,2025-01-02 00:00:00,2025-01-02 04:00:00,True,1.0,0.18545437964525102,0.15,DRIFT
var_4,decay,4H,wasserstein,2025-01-02 00:00:00,2025-01-02 04:00:00,True,1.0,0.24223342205304044,0.24016346036028377,DRIFT
